术语	词频	归一化权重	累积权重
重大成果	1	0.0000	0.9769
比对法	1	0.0000	0.9769
医学博士	1	0.0000	0.9769
药学系	1	0.0000	0.9769
研究部	1	0.0000	0.9770
每页	1	0.0000	0.9770
订户	1	0.0000	0.9770
观测网	1	0.0000	0.9770
水池	1	0.0000	0.9770
漏水	1	0.0000	0.9770
电能	1	0.0000	0.9770
分者	1	0.0000	0.9770
隔膜	1	0.0000	0.9770
颏下点	1	0.0000	0.9770
下颌角点	1	0.0000	0.9770
白腹	1	0.0000	0.9770
社鼠	1	0.0000	0.9770
血脂康	1	0.0000	0.9770
弱化	1	0.0000	0.9771
大网	1	0.0000	0.9771
野毒	1	0.0000	0.9771
抗蒸腾剂	1	0.0000	0.9771
熔点	1	0.0000	0.9771
分类法	1	0.0000	0.9771
宏观进化	1	0.0000	0.9771
香草	1	0.0000	0.9771
磁通	1	0.0000	0.9771
园林植物	1	0.0000	0.9771
金银	1	0.0000	0.9771
金膜	1	0.0000	0.9771
理事长	1	0.0000	0.9771
全氮	1	0.0000	0.9772
菜青虫	1	0.0000	0.9772
青椒	1	0.0000	0.9772
尾丝	1	0.0000	0.9772
网纹	1	0.0000	0.9772
柔鱼	1	0.0000	0.9772
引黄灌区	1	0.0000	0.9772
管理系统	1	0.0000	0.9772
溴酚蓝	1	0.0000	0.9772
前区	1	0.0000	0.9772
服务项目	1	0.0000	0.9772
单孔	1	0.0000	0.9772
学龄	1	0.0000	0.9772
不同点	1	0.0000	0.9773
抗疟	1	0.0000	0.9773
申请者	1	0.0000	0.9773
光暗	1	0.0000	0.9773
超前性	1	0.0000	0.9773
对差	1	0.0000	0.9773
轨道	1	0.0000	0.9773
制定者	1	0.0000	0.9773
亚硝氮	1	0.0000	0.9773
硝氮	1	0.0000	0.9773
二甲基	1	0.0000	0.9773
橡胶林	1	0.0000	0.9773
流通量	1	0.0000	0.9773
酸合酶	1	0.0000	0.9773
配电网	1	0.0000	0.9774
喷丁	1	0.0000	0.9774
伤员	1	0.0000	0.9774
屠宰场	1	0.0000	0.9774
存量	1	0.0000	0.9774
豆胶	1	0.0000	0.9774
亲和法	1	0.0000	0.9774
教学活动	1	0.0000	0.9774
原药	1	0.0000	0.9774
总位	1	0.0000	0.9774
伤寒论	1	0.0000	0.9774
螺壳	1	0.0000	0.9774
光壳	1	0.0000	0.9774
珍菊	1	0.0000	0.9775
小型化	1	0.0000	0.9775
裂环	1	0.0000	0.9775
帽柱	1	0.0000	0.9775
预见性	1	0.0000	0.9775
行车	1	0.0000	0.9775
客户	1	0.0000	0.9775
个菌系	1	0.0000	0.9775
败血病	1	0.0000	0.9775
伪差	1	0.0000	0.9775
检菌率	1	0.0000	0.9775
评脑	1	0.0000	0.9775
波幅	1	0.0000	0.9775
单卵囊	1	0.0000	0.9776
雏鹑	1	0.0000	0.9776
野葡萄	1	0.0000	0.9776
预电	1	0.0000	0.9776
假照	1	0.0000	0.9776
蚜水	1	0.0000	0.9776
裂口	1	0.0000	0.9776
苋色	1	0.0000	0.9776
甲戊二酸	1	0.0000	0.9776
所测酶	1	0.0000	0.9776
对性	1	0.0000	0.9776
数据录入	1	0.0000	0.9776
卫生机构	1	0.0000	0.9776
开心果	1	0.0000	0.9776
胞饮	1	0.0000	0.9777
脂筏	1	0.0000	0.9777
原本	1	0.0000	0.9777
假单	1	0.0000	0.9777
脱叶链	1	0.0000	0.9777
和糖多孢	1	0.0000	0.9777
虹鳟鱼	1	0.0000	0.9777
精细管	1	0.0000	0.9777
悬钩子	1	0.0000	0.9777
蚕业	1	0.0000	0.9777
喇曼峰	1	0.0000	0.9777
航海	1	0.0000	0.9777
林场	1	0.0000	0.9777
对库	1	0.0000	0.9778
鸟枪法	1	0.0000	0.9778
勘测	1	0.0000	0.9778
数字化仪	1	0.0000	0.9778
腺和	1	0.0000	0.9778
赤霉	1	0.0000	0.9778
茎围	1	0.0000	0.9778
素质	1	0.0000	0.9778
烟苗	1	0.0000	0.9778
苯甲	1	0.0000	0.9778
交联基	1	0.0000	0.9778
对糖	1	0.0000	0.9778
喜温	1	0.0000	0.9778
机对	1	0.0000	0.9779
网报率	1	0.0000	0.9779
秘书长	1	0.0000	0.9779
借力	1	0.0000	0.9779
经验交流	1	0.0000	0.9779
形象化	1	0.0000	0.9779
负边	1	0.0000	0.9779
指边	1	0.0000	0.9779
论相	1	0.0000	0.9779
军事战略	1	0.0000	0.9779
无梗花	1	0.0000	0.9779
州立大学	1	0.0000	0.9779
爱荷华	1	0.0000	0.9779
警报系统	1	0.0000	0.9779
手机短信	1	0.0000	0.9780
登报	1	0.0000	0.9780
备取生	1	0.0000	0.9780
物生标	1	0.0000	0.9780
磷酸钙	1	0.0000	0.9780
和钾	1	0.0000	0.9780
科技人员	1	0.0000	0.9780
稀酸	1	0.0000	0.9780
精密机械	1	0.0000	0.9780
微纳光	1	0.0000	0.9780
同轴	1	0.0000	0.9780
物件	1	0.0000	0.9780
项群	1	0.0000	0.9780
获奖者	1	0.0000	0.9781
破骨	1	0.0000	0.9781
同伴	1	0.0000	0.9781
鸟科	1	0.0000	0.9781
联素	1	0.0000	0.9781
无籽西瓜	1	0.0000	0.9781
雌系	1	0.0000	0.9781
啮齿类	1	0.0000	0.9781
猩红色	1	0.0000	0.9781
狮头	1	0.0000	0.9781
根颈	1	0.0000	0.9781
中信	1	0.0000	0.9781
陷窝	1	0.0000	0.9781
火险	1	0.0000	0.9781
同机	1	0.0000	0.9782
射波	1	0.0000	0.9782
捕鼠	1	0.0000	0.9782
粘鼠板	1	0.0000	0.9782
情绪化	1	0.0000	0.9782
蟹苗	1	0.0000	0.9782
瓤色	1	0.0000	0.9782
水网	1	0.0000	0.9782
恙虫	1	0.0000	0.9782
抗刚地	1	0.0000	0.9782
脓毒	1	0.0000	0.9782
混合牙列	1	0.0000	0.9782
蚜有	1	0.0000	0.9782
组胞	1	0.0000	0.9783
数学公式	1	0.0000	0.9783
管理体系	1	0.0000	0.9783
流线	1	0.0000	0.9783
精养	1	0.0000	0.9783
后子	1	0.0000	0.9783
多色	1	0.0000	0.9783
车蜡	1	0.0000	0.9783
电路设计	1	0.0000	0.9783
带隙	1	0.0000	0.9783
胞内型	1	0.0000	0.9783
决议	1	0.0000	0.9783
照明灯	1	0.0000	0.9783
灯具	1	0.0000	0.9784
产甲烷菌	1	0.0000	0.9784
中镉	1	0.0000	0.9784
同意书	1	0.0000	0.9784
仪上	1	0.0000	0.9784
自动测序	1	0.0000	0.9784
重点项目	1	0.0000	0.9784
体则	1	0.0000	0.9784
木属	1	0.0000	0.9784
石斑	1	0.0000	0.9784
厚颌鲂	1	0.0000	0.9784
据库	1	0.0000	0.9784
锦蛇	1	0.0000	0.9784
气候调节	1	0.0000	0.9784
类方	1	0.0000	0.9785
基准点	1	0.0000	0.9785
手背	1	0.0000	0.9785
芥组	1	0.0000	0.9785
海人藻酸	1	0.0000	0.9785
总则	1	0.0000	0.9785
工业协会	1	0.0000	0.9785
文题	1	0.0000	0.9785
薄土	1	0.0000	0.9785
版块	1	0.0000	0.9785
评选活动	1	0.0000	0.9785
巢穴	1	0.0000	0.9785
学类	1	0.0000	0.9785
扫频	1	0.0000	0.9786
案情	1	0.0000	0.9786
前科	1	0.0000	0.9786
基本粒子	1	0.0000	0.9786
磁性材料	1	0.0000	0.9786
工程系	1	0.0000	0.9786
工学院	1	0.0000	0.9786
副教授	1	0.0000	0.9786
胚可	1	0.0000	0.9786
工程规划	1	0.0000	0.9786
竹节	1	0.0000	0.9786
笋株	1	0.0000	0.9786
牙尖	1	0.0000	0.9786
因果性	1	0.0000	0.9787
骨子	1	0.0000	0.9787
皮棉	1	0.0000	0.9787
原地	1	0.0000	0.9787
蒸发量	1	0.0000	0.9787
丘状	1	0.0000	0.9787
笔形	1	0.0000	0.9787
建设者	1	0.0000	0.9787
学系	1	0.0000	0.9787
属间杂交	1	0.0000	0.9787
体期	1	0.0000	0.9787
肠虫	1	0.0000	0.9787
盐种	1	0.0000	0.9787
普洱茶	1	0.0000	0.9787
试探	1	0.0000	0.9788
脑干	1	0.0000	0.9788
卫生事件	1	0.0000	0.9788
专题地图	1	0.0000	0.9788
微弹	1	0.0000	0.9788
一定量	1	0.0000	0.9788
统计法	1	0.0000	0.9788
热效应	1	0.0000	0.9788
纳观	1	0.0000	0.9788
粉纹夜蛾	1	0.0000	0.9788
脉间	1	0.0000	0.9788
玉膏	1	0.0000	0.9788
人手	1	0.0000	0.9788
力觉	1	0.0000	0.9789
男女	1	0.0000	0.9789
全市	1	0.0000	0.9789
火灾	1	0.0000	0.9789
系洞	1	0.0000	0.9789
五倍子	1	0.0000	0.9789
中果皮	1	0.0000	0.9789
高调	1	0.0000	0.9789
连续介质	1	0.0000	0.9789
竹秆	1	0.0000	0.9789
控制目标	1	0.0000	0.9789
晴中	1	0.0000	0.9789
芦丁	1	0.0000	0.9789
早搏	1	0.0000	0.9789
原链	1	0.0000	0.9790
电器	1	0.0000	0.9790
子座	1	0.0000	0.9790
椭球	1	0.0000	0.9790
球场	1	0.0000	0.9790
食木性	1	0.0000	0.9790
端臂	1	0.0000	0.9790
成模	1	0.0000	0.9790
虾仁	1	0.0000	0.9790
蜀葵	1	0.0000	0.9790
集中度	1	0.0000	0.9790
急感	1	0.0000	0.9790
随离体	1	0.0000	0.9790
复阻抗	1	0.0000	0.9791
轴心	1	0.0000	0.9791
区则	1	0.0000	0.9791
离体保存	1	0.0000	0.9791
电子信箱	1	0.0000	0.9791
副研究员	1	0.0000	0.9791
超雄	1	0.0000	0.9791
啤酒花	1	0.0000	0.9791
单环	1	0.0000	0.9791
耐多药	1	0.0000	0.9791
形声	1	0.0000	0.9791
硬件加速	1	0.0000	0.9791
和术	1	0.0000	0.9791
计算精度	1	0.0000	0.9792
发布会	1	0.0000	0.9792
合成药	1	0.0000	0.9792
角标	1	0.0000	0.9792
附作	1	0.0000	0.9792
病理切片	1	0.0000	0.9792
科研课题	1	0.0000	0.9792
华人	1	0.0000	0.9792
组段	1	0.0000	0.9792
两性霉素	1	0.0000	0.9792
调宁	1	0.0000	0.9792
地段	1	0.0000	0.9792
岩芯	1	0.0000	0.9792
凹凸	1	0.0000	0.9792
木里	1	0.0000	0.9793
逆时针	1	0.0000	0.9793
海林	1	0.0000	0.9793
水潭	1	0.0000	0.9793
刺丝	1	0.0000	0.9793
共通性	1	0.0000	0.9793
小蠊	1	0.0000	0.9793
婚食	1	0.0000	0.9793
动画	1	0.0000	0.9793
反馈系统	1	0.0000	0.9793
路线图	1	0.0000	0.9793
高新科技	1	0.0000	0.9793
着眼点	1	0.0000	0.9793
雪花	1	0.0000	0.9794
浓香型	1	0.0000	0.9794
负责人	1	0.0000	0.9794
评论家	1	0.0000	0.9794
绒根	1	0.0000	0.9794
单性花	1	0.0000	0.9794
家人	1	0.0000	0.9794
毛链	1	0.0000	0.9794
公开课	1	0.0000	0.9794
混合液	1	0.0000	0.9794
染色剂	1	0.0000	0.9794
质量评比	1	0.0000	0.9794
虫霉门	1	0.0000	0.9794
虫类	1	0.0000	0.9795
消氢	1	0.0000	0.9795
能垒	1	0.0000	0.9795
氟化氢	1	0.0000	0.9795
下志	1	0.0000	0.9795
留统	1	0.0000	0.9795
门坎	1	0.0000	0.9795
救援	1	0.0000	0.9795
和块	1	0.0000	0.9795
剪口	1	0.0000	0.9795
黄链	1	0.0000	0.9795
江豚	1	0.0000	0.9795
监测数据	1	0.0000	0.9795
决策支持系统	1	0.0000	0.9795
炎组	1	0.0000	0.9796
内区	1	0.0000	0.9796
绣球	1	0.0000	0.9796
培南	1	0.0000	0.9796
矽尘	1	0.0000	0.9796
恒频	1	0.0000	0.9796
低位	1	0.0000	0.9796
闭环控制	1	0.0000	0.9796
单县	1	0.0000	0.9796
精细结构	1	0.0000	0.9796
氧化铁	1	0.0000	0.9796
金磁	1	0.0000	0.9796
组团	1	0.0000	0.9796
膏状	1	0.0000	0.9797
时应	1	0.0000	0.9797
苯酸	1	0.0000	0.9797
时所	1	0.0000	0.9797
胚时	1	0.0000	0.9797
系统优化	1	0.0000	0.9797
降低生产	1	0.0000	0.9797
高功率	1	0.0000	0.9797
动物区系	1	0.0000	0.9797
铜钹	1	0.0000	0.9797
草螟	1	0.0000	0.9797
射流	1	0.0000	0.9797
链亲	1	0.0000	0.9797
视差	1	0.0000	0.9798
影片	1	0.0000	0.9798
生态化	1	0.0000	0.9798
菇业	1	0.0000	0.9798
海峡两岸	1	0.0000	0.9798
中瘤	1	0.0000	0.9798
油墨	1	0.0000	0.9798
丝网	1	0.0000	0.9798
空胃	1	0.0000	0.9798
围网渔业	1	0.0000	0.9798
锯角豆	1	0.0000	0.9798
实力	1	0.0000	0.9798
知名度	1	0.0000	0.9798
化学工业	1	0.0000	0.9798
装帧	1	0.0000	0.9799
福音	1	0.0000	0.9799
颗粒状	1	0.0000	0.9799
外糖	1	0.0000	0.9799
紫萁	1	0.0000	0.9799
动态数据	1	0.0000	0.9799
协方差	1	0.0000	0.9799
薄层	1	0.0000	0.9799
菜粕	1	0.0000	0.9799
胎肝	1	0.0000	0.9799
淘汰制	1	0.0000	0.9799
浏览器	1	0.0000	0.9799
地址	1	0.0000	0.9799
尾声	1	0.0000	0.9800
叶序	1	0.0000	0.9800
节旋	1	0.0000	0.9800
节旋藻	1	0.0000	0.9800
尾鱼	1	0.0000	0.9800
谷种	1	0.0000	0.9800
鸭场	1	0.0000	0.9800
杠杆	1	0.0000	0.9800
金融	1	0.0000	0.9800
核和胞质	1	0.0000	0.9800
太短	1	0.0000	0.9800
价中	1	0.0000	0.9800
异丙硫代	1	0.0000	0.9800
椒盐	1	0.0000	0.9800
肉食者	1	0.0000	0.9801
食者	1	0.0000	0.9801
内产氧	1	0.0000	0.9801
产氧	1	0.0000	0.9801
虫期	1	0.0000	0.9801
哨鼠	1	0.0000	0.9801
歧化选择	1	0.0000	0.9801
将蚁	1	0.0000	0.9801
丙二酰	1	0.0000	0.9801
培养料	1	0.0000	0.9801
附表	1	0.0000	0.9801
中胞	1	0.0000	0.9801
靶物	1	0.0000	0.9801
行粒	1	0.0000	0.9802
龄级	1	0.0000	0.9802
定论	1	0.0000	0.9802
鼠龄	1	0.0000	0.9802
稻叶	1	0.0000	0.9802
沼气	1	0.0000	0.9802
稻秸	1	0.0000	0.9802
螺类	1	0.0000	0.9802
螺属	1	0.0000	0.9802
二苯醚	1	0.0000	0.9802
棉籽	1	0.0000	0.9802
粒层	1	0.0000	0.9802
工序	1	0.0000	0.9802
尖椒	1	0.0000	0.9803
内存容量	1	0.0000	0.9803
保持稳定	1	0.0000	0.9803
补食	1	0.0000	0.9803
作本	1	0.0000	0.9803
紫孢	1	0.0000	0.9803
果斑	1	0.0000	0.9803
单棱期	1	0.0000	0.9803
马腺疫	1	0.0000	0.9803
领导者	1	0.0000	0.9803
胆质	1	0.0000	0.9803
机动	1	0.0000	0.9803
计算机软件	1	0.0000	0.9803
频式	1	0.0000	0.9803
鱼虾	1	0.0000	0.9804
矿工	1	0.0000	0.9804
粘多糖	1	0.0000	0.9804
半月刊	1	0.0000	0.9804
中新网	1	0.0000	0.9804
新学	1	0.0000	0.9804
结铃	1	0.0000	0.9804
苦菜	1	0.0000	0.9804
强毒	1	0.0000	0.9804
甲酚	1	0.0000	0.9804
华语	1	0.0000	0.9804
盛会	1	0.0000	0.9804
大潮	1	0.0000	0.9804
先机	1	0.0000	0.9805
救助	1	0.0000	0.9805
精心	1	0.0000	0.9805
电视台	1	0.0000	0.9805
负载量	1	0.0000	0.9805
文盲	1	0.0000	0.9805
去垢	1	0.0000	0.9805
糖餐	1	0.0000	0.9805
中伴	1	0.0000	0.9805
伴人	1	0.0000	0.9805
棉铃	1	0.0000	0.9805
棉仁	1	0.0000	0.9805
甘油酸	1	0.0000	0.9805
检和	1	0.0000	0.9806
锡伯族	1	0.0000	0.9806
锁阳	1	0.0000	0.9806
抗虫棉	1	0.0000	0.9806
羊尾	1	0.0000	0.9806
蚜量	1	0.0000	0.9806
碳酸钠	1	0.0000	0.9806
电离室	1	0.0000	0.9806
稻谷	1	0.0000	0.9806
生屑	1	0.0000	0.9806
紫台	1	0.0000	0.9806
泥晶	1	0.0000	0.9806
输出地	1	0.0000	0.9806
输出阻抗	1	0.0000	0.9806
恒流	1	0.0000	0.9807
电阻值	1	0.0000	0.9807
离层	1	0.0000	0.9807
穗虫	1	0.0000	0.9807
昆布多糖	1	0.0000	0.9807
黄花烟草	1	0.0000	0.9807
樟疫霉	1	0.0000	0.9807
物聚类	1	0.0000	0.9807
黑腐病	1	0.0000	0.9807
链路	1	0.0000	0.9807
胸腺肽	1	0.0000	0.9807
双水	1	0.0000	0.9807
同癌	1	0.0000	0.9807
织和癌	1	0.0000	0.9808
磺酰	1	0.0000	0.9808
叶伤	1	0.0000	0.9808
中经异丙硫代	1	0.0000	0.9808
压痕	1	0.0000	0.9808
大胆	1	0.0000	0.9808
猿类	1	0.0000	0.9808
分类单位	1	0.0000	0.9808
线果	1	0.0000	0.9808
出房	1	0.0000	0.9808
小峰	1	0.0000	0.9808
分离法	1	0.0000	0.9808
尼烯	1	0.0000	0.9808
后类	1	0.0000	0.9808
篇文章	1	0.0000	0.9809
音乐家	1	0.0000	0.9809
全肝	1	0.0000	0.9809
海兽	1	0.0000	0.9809
中性盐	1	0.0000	0.9809
内凹	1	0.0000	0.9809
湿生植物	1	0.0000	0.9809
金星	1	0.0000	0.9809
甲类	1	0.0000	0.9809
波参数	1	0.0000	0.9809
视觉记忆	1	0.0000	0.9809
乱序	1	0.0000	0.9809
脚麻	1	0.0000	0.9809
经用	1	0.0000	0.9810
新烟	1	0.0000	0.9810
萝芙木	1	0.0000	0.9810
个胞质	1	0.0000	0.9810
泳动族	1	0.0000	0.9810
鲶形	1	0.0000	0.9810
鲇和	1	0.0000	0.9810
黄姑	1	0.0000	0.9810
红鱼	1	0.0000	0.9810
读码框	1	0.0000	0.9810
野外工作	1	0.0000	0.9810
区位	1	0.0000	0.9810
序性	1	0.0000	0.9810
和鲜	1	0.0000	0.9811
清晰度	1	0.0000	0.9811
薯类	1	0.0000	0.9811
六方晶系	1	0.0000	0.9811
配位	1	0.0000	0.9811
佐太	1	0.0000	0.9811
噻吩	1	0.0000	0.9811
丫纹	1	0.0000	0.9811
感染力	1	0.0000	0.9811
高丛	1	0.0000	0.9811
现行	1	0.0000	0.9811
分空	1	0.0000	0.9811
部由	1	0.0000	0.9811
胎脑	1	0.0000	0.9811
电压钳	1	0.0000	0.9812
申请量	1	0.0000	0.9812
成蝇	1	0.0000	0.9812
居民区	1	0.0000	0.9812
突预	1	0.0000	0.9812
日光灯	1	0.0000	0.9812
环境光	1	0.0000	0.9812
检测点	1	0.0000	0.9812
苯磺酸	1	0.0000	0.9812
力反馈	1	0.0000	0.9812
红斑	1	0.0000	0.9812
含胶	1	0.0000	0.9812
番石榴	1	0.0000	0.9812
总体水平	1	0.0000	0.9813
黄褐	1	0.0000	0.9813
枯叶蛾	1	0.0000	0.9813
出胞	1	0.0000	0.9813
单发	1	0.0000	0.9813
喷粉	1	0.0000	0.9813
蚁巢	1	0.0000	0.9813
电子锁	1	0.0000	0.9813
居家	1	0.0000	0.9813
被盗	1	0.0000	0.9813
蜜花	1	0.0000	0.9813
盗蜜	1	0.0000	0.9813
磁介质	1	0.0000	0.9813
声速	1	0.0000	0.9814
机软件	1	0.0000	0.9814
表达式	1	0.0000	0.9814
中动粒	1	0.0000	0.9814
稻类	1	0.0000	0.9814
色度学	1	0.0000	0.9814
定征	1	0.0000	0.9814
履带	1	0.0000	0.9814
网罚	1	0.0000	0.9814
倍频	1	0.0000	0.9814
透性	1	0.0000	0.9814
肝源	1	0.0000	0.9814
区能	1	0.0000	0.9814
内向电流	1	0.0000	0.9814
中继站	1	0.0000	0.9815
脑片	1	0.0000	0.9815
正电流	1	0.0000	0.9815
兴奋剂	1	0.0000	0.9815
安非他命	1	0.0000	0.9815
剪枝	1	0.0000	0.9815
励磁	1	0.0000	0.9815
网格化	1	0.0000	0.9815
表达方法	1	0.0000	0.9815
单蚊	1	0.0000	0.9815
中间件	1	0.0000	0.9815
灵术	1	0.0000	0.9815
亲合力	1	0.0000	0.9815
斑螟	1	0.0000	0.9816
药血	1	0.0000	0.9816
光叶	1	0.0000	0.9816
生产能力	1	0.0000	0.9816
产丝	1	0.0000	0.9816
间丝	1	0.0000	0.9816
鸦鹃	1	0.0000	0.9816
胞壁	1	0.0000	0.9816
咽炎	1	0.0000	0.9816
三氯乙烯	1	0.0000	0.9816
地化	1	0.0000	0.9816
链式	1	0.0000	0.9816
奇蹄	1	0.0000	0.9816
显示方式	1	0.0000	0.9817
药柜	1	0.0000	0.9817
清点	1	0.0000	0.9817
互操作性	1	0.0000	0.9817
孤岛	1	0.0000	0.9817
会议主题	1	0.0000	0.9817
正形	1	0.0000	0.9817
小作坊	1	0.0000	0.9817
省级重点	1	0.0000	0.9817
机械化	1	0.0000	0.9817
管理软件	1	0.0000	0.9817
医嘱	1	0.0000	0.9817
时辰	1	0.0000	0.9817
脑电波	1	0.0000	0.9817
基孔	1	0.0000	0.9818
干部	1	0.0000	0.9818
在校学生	1	0.0000	0.9818
灾区	1	0.0000	0.9818
民工	1	0.0000	0.9818
可吸入颗粒物	1	0.0000	0.9818
恐怖袭击	1	0.0000	0.9818
防化	1	0.0000	0.9818
药制剂	1	0.0000	0.9818
师资	1	0.0000	0.9818
速殖子	1	0.0000	0.9818
种褐潮	1	0.0000	0.9818
褐潮	1	0.0000	0.9818
力求	1	0.0000	0.9819
浊法	1	0.0000	0.9819
回音壁	1	0.0000	0.9819
逆是	1	0.0000	0.9819
数字滤波	1	0.0000	0.9819
成叶	1	0.0000	0.9819
核聚类	1	0.0000	0.9819
路由	1	0.0000	0.9819
竹荪	1	0.0000	0.9819
木腐菌	1	0.0000	0.9819
主线	1	0.0000	0.9819
水门汀	1	0.0000	0.9819
龋组	1	0.0000	0.9819
道工序	1	0.0000	0.9819
初制	1	0.0000	0.9820
脂向	1	0.0000	0.9820
药物学	1	0.0000	0.9820
声光	1	0.0000	0.9820
芒果树	1	0.0000	0.9820
胞内域	1	0.0000	0.9820
号码	1	0.0000	0.9820
神经计算	1	0.0000	0.9820
气息	1	0.0000	0.9820
白度	1	0.0000	0.9820
维系	1	0.0000	0.9820
种醇	1	0.0000	0.9820
泸恢	1	0.0000	0.9820
开拓性	1	0.0000	0.9821
食子	1	0.0000	0.9821
岩澡糖	1	0.0000	0.9821
对乐	1	0.0000	0.9821
无芒	1	0.0000	0.9821
地壳	1	0.0000	0.9821
包谷	1	0.0000	0.9821
震源	1	0.0000	0.9821
桉属	1	0.0000	0.9821
新理念	1	0.0000	0.9821
中风病	1	0.0000	0.9821
趋同性	1	0.0000	0.9821
本原	1	0.0000	0.9821
金雀	1	0.0000	0.9822
脑磁	1	0.0000	0.9822
腐竹	1	0.0000	0.9822
四季豆	1	0.0000	0.9822
激肽	1	0.0000	0.9822
喜炎	1	0.0000	0.9822
甲流	1	0.0000	0.9822
萱草根	1	0.0000	0.9822
泡型	1	0.0000	0.9822
结合部位	1	0.0000	0.9822
导向性	1	0.0000	0.9822
患猪	1	0.0000	0.9822
海牛	1	0.0000	0.9822
灰鼠	1	0.0000	0.9822
蒙眼	1	0.0000	0.9823
鉴定人	1	0.0000	0.9823
微温	1	0.0000	0.9823
橘皮	1	0.0000	0.9823
工艺技术	1	0.0000	0.9823
橘肉	1	0.0000	0.9823
消耗	1	0.0000	0.9823
核浆	1	0.0000	0.9823
男同性恋	1	0.0000	0.9823
同性恋者	1	0.0000	0.9823
蚜的	1	0.0000	0.9823
目类	1	0.0000	0.9823
硫代	1	0.0000	0.9823
诱虫量	1	0.0000	0.9824
扑灯	1	0.0000	0.9824
鲑鱼	1	0.0000	0.9824
指纹图	1	0.0000	0.9824
草雀	1	0.0000	0.9824
蓝叶虫	1	0.0000	0.9824
非本质	1	0.0000	0.9824
明确提出	1	0.0000	0.9824
径向	1	0.0000	0.9824
水渍	1	0.0000	0.9824
教学资源	1	0.0000	0.9824
报告厅	1	0.0000	0.9824
海科	1	0.0000	0.9824
技术员	1	0.0000	0.9825
非晶	1	0.0000	0.9825
客观因素	1	0.0000	0.9825
汗性	1	0.0000	0.9825
孕灾	1	0.0000	0.9825
瓜菜	1	0.0000	0.9825
线程	1	0.0000	0.9825
水土	1	0.0000	0.9825
期向	1	0.0000	0.9825
黑液	1	0.0000	0.9825
流动性	1	0.0000	0.9825
契合点	1	0.0000	0.9825
寿限	1	0.0000	0.9825
米苷	1	0.0000	0.9825
白土	1	0.0000	0.9826
槐果	1	0.0000	0.9826
生鲜	1	0.0000	0.9826
条人	1	0.0000	0.9826
散度	1	0.0000	0.9826
靶斑	1	0.0000	0.9826
和林	1	0.0000	0.9826
至极	1	0.0000	0.9826
识别区	1	0.0000	0.9826
化学课	1	0.0000	0.9826
文理	1	0.0000	0.9826
神话	1	0.0000	0.9826
理科生	1	0.0000	0.9826
学术报告	1	0.0000	0.9827
市场动态	1	0.0000	0.9827
爆炸性	1	0.0000	0.9827
乙酸钠	1	0.0000	0.9827
靠边	1	0.0000	0.9827
校验	1	0.0000	0.9827
滴丸	1	0.0000	0.9827
雨水	1	0.0000	0.9827
旱区	1	0.0000	0.9827
电性	1	0.0000	0.9827
核性	1	0.0000	0.9827
鱼油	1	0.0000	0.9827
豆油	1	0.0000	0.9827
防虫	1	0.0000	0.9827
短芽胞	1	0.0000	0.9828
恢复原	1	0.0000	0.9828
水涝	1	0.0000	0.9828
致死量	1	0.0000	0.9828
军牧	1	0.0000	0.9828
中系	1	0.0000	0.9828
煤矿	1	0.0000	0.9828
资讯	1	0.0000	0.9828
实际效果	1	0.0000	0.9828
斜面	1	0.0000	0.9828
蒜瓣	1	0.0000	0.9828
伞房	1	0.0000	0.9828
母系亲属	1	0.0000	0.9828
鸟巢蕨	1	0.0000	0.9829
下降时	1	0.0000	0.9829
生草	1	0.0000	0.9829
坡耕地	1	0.0000	0.9829
学术团体	1	0.0000	0.9829
晶星	1	0.0000	0.9829
用测色	1	0.0000	0.9829
深灰色	1	0.0000	0.9829
催命	1	0.0000	0.9829
大户	1	0.0000	0.9829
前肌	1	0.0000	0.9829
肌间脂	1	0.0000	0.9829
枝端	1	0.0000	0.9829
开发方法	1	0.0000	0.9830
中链	1	0.0000	0.9830
风洞	1	0.0000	0.9830
设计组	1	0.0000	0.9830
类富	1	0.0000	0.9830
抗噪	1	0.0000	0.9830
弯曲状	1	0.0000	0.9830
绛红色	1	0.0000	0.9830
糖浆	1	0.0000	0.9830
汽水	1	0.0000	0.9830
果葡	1	0.0000	0.9830
注册资金	1	0.0000	0.9830
鬣狗	1	0.0000	0.9830
线圈	1	0.0000	0.9830
磁强计	1	0.0000	0.9831
中恒频	1	0.0000	0.9831
蹄蝠	1	0.0000	0.9831
手套	1	0.0000	0.9831
公主岭	1	0.0000	0.9831
粉量	1	0.0000	0.9831
增量	1	0.0000	0.9831
心理疾病	1	0.0000	0.9831
因性	1	0.0000	0.9831
枕顶	1	0.0000	0.9831
双树	1	0.0000	0.9831
弓鳍	1	0.0000	0.9831
卷曲霉素	1	0.0000	0.9831
验证法	1	0.0000	0.9832
原头蚴	1	0.0000	0.9832
体高	1	0.0000	0.9832
物资交流	1	0.0000	0.9832
数据结构	1	0.0000	0.9832
二乘	1	0.0000	0.9832
通径	1	0.0000	0.9832
母代	1	0.0000	0.9832
中文版	1	0.0000	0.9832
低阶	1	0.0000	0.9832
羟化	1	0.0000	0.9832
海虱	1	0.0000	0.9832
原胚	1	0.0000	0.9832
分功	1	0.0000	0.9833
个气	1	0.0000	0.9833
吩嗪	1	0.0000	0.9833
生素	1	0.0000	0.9833
